	sampling	sampling_strategy	param	value	mean_precision	mean_recall	mean_f1	mean_avg_precision	mean_interpolated_auc
48	UNDER	1.0	contamination	0.0001	0.0	0.0	0.0	0.000983644192567081	0.0009033432436073359
49	UNDER	1.0	contamination	0.001	0.0	0.0	0.0	0.000983644192567081	0.0009033432436073359
50	UNDER	1.0	contamination	0.005	0.0	0.0	0.0	0.000983644192567081	0.0009033432436073359
51	UNDER	1.0	contamination	0.01	0.16666666666666666	0.026666666666666665	0.0457516339869281	0.000983644192567081	0.0009033432436073359
52	OVER	0.5	contamination	0.0001	0.1	0.013333333333333332	0.023529411764705882	0.0009514606574337712	0.0008791068173712282
53	OVER	0.5	contamination	0.001	0.06666666666666667	0.013333333333333332	0.02222222222222222	0.0009514606574337712	0.0008791068173712282
54	OVER	0.5	contamination	0.005	0.06857142857142857	0.026666666666666665	0.038181818181818185	0.0009514606574337712	0.0008791068173712282
55	OVER	0.5	contamination	0.01	0.11666666666666665	0.05333333333333333	0.07287784679089027	0.0009514606574337712	0.0008791068173712282
56	OVER	1.0	contamination	0.0001	0.0	0.0	0.0	0.0010043757624884565	0.0009179844587513498
57	OVER	1.0	contamination	0.001	0.0	0.0	0.0	0.0010043757624884565	0.0009179844587513498
58	OVER	1.0	contamination	0.005	0.13	0.05333333333333333	0.07478260869565218	0.0010043757624884565	0.0009179844587513498
59	OVER	1.0	contamination	0.01	0.10303030303030303	0.05333333333333333	0.06886446886446887	0.0010043757624884565	0.0009179844587513498
