	sampling	sampling_strategy	param	value	mean_precision	mean_recall	mean_f1	mean_avg_precision	mean_interpolated_auc
13	UNDER	1.0	n_neighbors	35.0	0.0019343854002884617	0.08203508771929825	0.003779573231543249	0.0017905330686129484	0.001747142763964582
14	UNDER	1.0	n_neighbors	50.0	0.0022379509253368417	0.10052631578947369	0.004378148224869741	0.0015475658316544826	0.0015073552307887795
15	OVER	0.5	n_neighbors	5.0	0.020047218281171685	0.8517894736842105	0.03917218260208833	0.0008675182835546054	0.000850670328610367
16	OVER	0.5	n_neighbors	10.0	0.02353229331344035	0.8492631578947367	0.04579436638254361	0.0008843915665423504	0.0008631259035952481
17	OVER	0.5	n_neighbors	20.0	0.024501295292051962	0.8492631578947369	0.04762687131577885	0.0009184383443246024	0.0008919775621837888
18	OVER	0.5	n_neighbors	35.0	0.024280849778587632	0.8413333333333333	0.04719873918880764	0.0009286292648768565	0.0008982334061581901
19	OVER	0.5	n_neighbors	50.0	0.023919868169553927	0.8281754385964912	0.046495996807779064	0.0009107462204537509	0.0008834233893236655
20	OVER	1.0	n_neighbors	5.0	0.020223138550446256	0.8597192982456139	0.039516405251699374	0.0008949674234520335	0.0008668065289770323
21	OVER	1.0	n_neighbors	10.0	0.02352167125089077	0.8518947368421053	0.045778057554145976	0.0008829316701067286	0.0008585747613317877
22	OVER	1.0	n_neighbors	20.0	0.024446074293425664	0.8624912280701753	0.04754304618614358	0.0008981383305596349	0.0008753237306054802
23	OVER	1.0	n_neighbors	35.0	0.023921480938759777	0.8651228070175438	0.04655508822827621	0.0008931168210984842	0.0008725192622011833
24	OVER	1.0	n_neighbors	50.0	0.02346817781033554	0.8598596491228069	0.04568883466397533	0.0008934418201541592	0.0008717064774449749
25	NONE	0.0	contamination	0.0001	0.0	0.0	0.0	0.0019786069035008713	0.001897258289501301
26	NONE	0.0	contamination	0.001	0.0	0.0	0.0	0.0019786069035008713	0.001897258289501301
27	NONE	0.0	contamination	0.005	0.005232548961299051	0.015894736842105264	0.00786273365685787	0.0019786069035008713	0.001897258289501301
28	NONE	0.0	contamination	0.01	0.004752288554303906	0.029052631578947368	0.008166695264939091	0.0019786069035008713	0.001897258289501301
29	UNDER	0.5	contamination	0.0001	0.004580152671755725	0.008	0.005825242718446602	0.0041342915074887646	0.00341416498753424
30	UNDER	0.5	contamination	0.001	0.003045685279187817	0.008	0.004411764705882353	0.0041342915074887646	0.00341416498753424
31	UNDER	0.5	contamination	0.005	0.0012903225806451613	0.008	0.0022222222222222222	0.0041342915074887646	0.00341416498753424
32	UNDER	0.5	contamination	0.01	0.0009174311926605505	0.008	0.001646090534979424	0.004132167573023914	0.0034141662784182335
33	UNDER	1.0	contamination	0.0001	0.0037735849056603774	0.008	0.005128205128205128	0.0025291703652333803	0.0023382494976412795
34	UNDER	1.0	contamination	0.001	0.003061224489795918	0.008	0.004428044280442804	0.0025291703652333803	0.0023382494976412795
35	UNDER	1.0	contamination	0.005	0.0014962593516209476	0.008	0.0025210084033613447	0.0025291703652333803	0.0023382494976412795
36	UNDER	1.0	contamination	0.01	0.0019048455056179775	0.013263157894736843	0.0033309875674407694	0.0025267029050106914	0.002338251241018733
37	OVER	0.5	contamination	0.0001	0.0	0.0	0.0	0.0009184383443246024	0.0008919775621837888
38	OVER	0.5	contamination	0.001	0.2065084548869715	0.2303157894736842	0.2166940384708831	0.0009184383443246024	0.0008919775621837888
39	OVER	0.5	contamination	0.005	0.1574355655582198	0.648140350877193	0.25322983431019963	0.0009184383443246024	0.0008919775621837888
40	OVER	0.5	contamination	0.01	0.11516570436790945	0.7698947368421052	0.20026115301567637	0.0009184383443246024	0.0008919775621837888
41	OVER	1.0	contamination	0.0001	0.01818181818181818	0.002631578947368421	0.004597701149425287	0.0008981383305596349	0.0008753237306054802
42	OVER	1.0	contamination	0.001	0.24148157317065794	0.3837894736842105	0.2957351573020698	0.0008981383305596349	0.0008753237306054802
43	OVER	1.0	contamination	0.005	0.1398746679742854	0.7936842105263158	0.23772797966727852	0.0008981383305596349	0.0008753237306054802
44	OVER	1.0	contamination	0.01	0.09348739024990123	0.8254385964912281	0.1679051280462802	0.0008981383305596349	0.0008753237306054802
